OID_,ENTITY_ID,CLASS_CODE,SMRS,COUNTY,TOWNLAND,COUNTY_ID,ZONE_ID,ITM_E,ITM_N,LATITUDE,LONGITUDE,MONUMENT_T,FIRST_EDIT,LATEST_EDI,WEBSITE_LI,WEB_NOTES
112,DG01013,STCI,DG037-017001-,DONEGAL,BALLYKENNY (Gleanalla ED),7,R176835,625776.000000000000000,924071.000000000000000,55.063449560999999,-7.596502410000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG037-017001-,"A previous account (Kinahan 1889, 283) notes, on Ballykenny Point, a mound with a circle of standing stones. Another account (Boyle-Somerville 1909, 226-7) notes an 'oval of stones up to 3ft high' and two alignments of stones. None of these features coul"
113,DG01721,STCI,DG070-026001-,DONEGAL,TOPS,7,R176384,625383.000000000000000,900355.000000000000000,54.850398296000002,-7.604751014000000,Stone circle, ,'Cam' (1948–54), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG070-026001-,"This monument, on a hilltop with an extensive outlook in all directions, is known as Beltany Stone Circle. It lies 3.2km NNW of the cemetery of megalithic tombs centred on Kilmonaster Middle townland. It consists of a disturbed artificial platform now c."
114,DG02136,STCI,DG084-002001-,DONEGAL,LETTERMORE (Binbans ED),7,R176126,585044.000000000000000,884585.000000000000000,54.709129500000003,-8.232075385000000,Stone circle,Not indicated,'Cloghbrack Burial Gd.', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG084-002001-,"Marked 'Cloghbrack Burial Ground' on the 2nd and 3rd editions of the OS 6-inch maps. The site consists of part of a circle of standing stones, the N and E sides only surviving. Nine stones survive. The interior is covered with a light scatter of stones b"
115,DG02490,STCI,DG102-001----,DONEGAL,CASHELENNY,7,R176039,617119.000000000000000,874892.000000000000000,54.621970490999999,-7.734928925000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG102-001----,"The following description is derived from Cody (2000). The ‘stone circle complex at Cashelenny, County Donegal, is sited on bog-grown upland some 10 km. north-east of Pettigo . . . . The site was known to Oliver Davies who conducted fieldwork in County"
116,DU02029,STCI,DU024-027002-,DUBLIN,BALLYMANA,9,R149296,706377.000000000000000,723765.000000000000000,53.253571153000003,-6.405830057000000,Stone circle, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU024-027002-,Situated on a rise in a natural plateau on the NE side of Tallaght Hill. A stone circle comprised of a series of 14 irregularly spaced boulders of granite and conglomerate which appear to delimit rather than define a cairn (DU024-027001-).  There is a tr
117,DU02030,STCI,DU024-028----,DUBLIN,BALLYMANA,9,R149296,706445.000000000000000,723832.000000000000000,53.254159426000001,-6.404789043000000,Stone circle, ,'Standing stones', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU024-028----,Situated on a natural plateau on the NE side of Tallaght Hill which is in rough upland pasture. A stone circle indicated on the 1843 OS 6-inch map. There are no visible remains of the site. Further S are a number of irregular granite boulders in no appar
118,DU02055,STCI,DU024-050001-,DUBLIN,BALLINASCORNEY UPPER,9, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU024-050001-,"Situated to the S of Raheendhu (DU024-031----). Price (1940, 123) describes a stone circle with three standing stones E of it. Two of these stones had cupmarks on them. This monument has not been located.Compiled by: Geraldine Stout and Padraig ClancyRev"
119,DG02944,BASC,DG015-031----,DONEGAL,MARFAGH,7,R177244,598628.000000000000000,937772.000000000000000,55.187209459999998,-8.021543750999999,Stone circle - embanked,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG015-031----,Situated on flat pasture on a headland with panoramic views of the Atlantic Ocean and Tory Island to W and N with upland area to E and overlooked by rock outcrop immediately to S. Site consists of a slightly sunken circular shaped interior (diam 28.1m N-
120,DG03313,STCI,DG096-029----,DONEGAL,SRATH BRUITHNE ÍOCHTARACH,7,R161169,563900.000000000000000,876559.000000000000000,54.635947842000000,-8.559167364000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG096-029----,On low flat bog-covered marshy land in mountain valley with higher ground to NW and nearby river stream located 130m to SE. Possible stone circle (DG096-030) located 370m to NE. Circle appears to have been uncovered in an area of cut away bog when local
121,DG03394,STCI,DG106-019----,DONEGAL,MAGHERACAR,7, ,579487.000000000000000,858604.000000000000000,54.475496718000002,-8.316488213000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG106-019----,"Excavation licence number 01E0683. Testing, monitoring and excavation by Christopher Read of  North West Archaeological Services took place in advance of a twenty-house development at Magheracar, Bundoran, on the Leitrim/Donegal border. The proposed deve"
122,GA00986,STCI,GA022-067----,GALWAY,STREAMSTOWN OR BARRATROUGH,11,R149853,464747.000000000000000,753550.000000000000000,53.514507408000000,-10.039388631000000,Stone circle,'Cloghalegaun','Cloghalegaun', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA022-067----,On the summit of a hill overlooking the inner reaches of Streamstown Bay to SW. Two stones are aligned NE-SW and 1.75m apart. Both stones are of schist. The N stone is triangular in plan (H 1.1m) and S stone is rectangular (H 2.1m). A thin outlying monol
123,GA04310,STCI,GA094-041----,GALWAY,POLLNAROOMA EAST,11,R127112,527482.000000000000000,724538.000000000000000,53.266221354000002,-9.087057094000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA094-041----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
124,GA05796,BASC,GA105-162----,GALWAY,MOANMORE EAST,11,R128563,564502.000000000000000,715459.000000000000000,53.188398579999998,-8.531150234000000,Stone circle - embanked,'Seven Monuments','Seven Monuments', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA105-162----,"On a ridge in pastureland, immediately to the S of the Loughrea-Portumna road. Named the ‘Seven Monuments’ and shown within a large mixed forest on the OS 6-inch maps, this National Monument was known locally as 'Feara Breige'. It was described in Du"
125,GA08850,STCI,GA010-050----,GALWAY,TOOREENA,11, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA010-050----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
126,GA07350,STCI,GA125-039----,GALWAY,COMMONS EAST,11,R127763,571682.000000000000000,701849.000000000000000,53.066515817000003,-8.422519447000001,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA125-039----,"On the S-facing slope of a hill in scrubland. This stone circle (diam. 11m), in fair condition, consists of seven stones more or less symmetrically arranged with the smallest and lowest towards the W. The entrance (Wth  1.5m), at E, is flanked by the two"
127,GA10786,STCI,GA102-041----,GALWAY,TAWIN WEST,11,R128929,530792.000000000000000,719418.000000000000000,53.220657000000003,-9.036336608999999,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA102-041----,"On Tawin Island, in grazing land close to the foreshore. Holt (1911-12, 249) recorded a slight elevation that was partly enclosed by the arms of a large shallow pool, and on which there were a number of granite boulders that may have formed part of an ir"
128,GA13758,STCI,GA119-027----,GALWAY,CILL ÉINNE,11,R187640,490150.000000000000000,705596.000000000000000,53.089642933999997,-9.639956400000001,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA119-027----,"Near the SE tip of the island on exposed limestone rock. According to Robinson (1980), this is a modern stone circle that was built by the land artist Richard Long in 1975. It has since been partly damaged by the elements (pers. comm. T. Robinson).  Comp"
129,KD01193,STCI,KD032-026002-,KILDARE,BREWEL WEST,13,R147462,683221.000000000000000,701295.000000000000000,53.055810628000003,-6.758582943000000,Stone circle,Not indicated,'The Piper's Stones', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD032-026002-,"Protected by Preservation Order No. 32/1976, together with the surrounding enclosures (KD032-026001-), near the centre of which the surviving stones stand. An arc of four unworked boulders may be the surviving S portion (ESE, SSE, SSW and WNW) of a stone"
130,KD01084,STCI,KD029-023----,KILDARE,BROADLEAS COMMONS,13,R147653,692925.000000000000000,707609.000000000000000,53.110941859999997,-6.612047298000000,Stone circle,'Piper's Stones','Piper's Stones', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD029-023----,"On a slightly raised (H 0.3m) platform-like area, on a low pasture rise. A circle (diams. 30m N-S; 31m E-W) of mostly granite boulders, now numbering 27, but originally probably 47/48 contiguous stones. The interior rises gently towards the W. (Fitzgeral"
131,KD01093,STCI,KD029-032----,KILDARE,WHITELEAS,13,R147630,692651.000000000000000,706791.000000000000000,53.103640038999998,-6.616374466000000,Stone circle,Not indicated,'Bracked Stones', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD029-032----,"In gently undulating, wet, rushy pasture. Walshe (1931, 127) describes it as, ‘a ruined stone circle, 26 yards [c. 23.8m] in diameter. Of the fifteen stones still extant, only 6 remain in their original position.’ In 1985, the stone circle was found"
132,KE01143,STCI,KE017-016001-,KERRY,MEENANARE,12,R117708,504568.000000000000000,626872.000000000000000,52.385069563999998,-9.401902669000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE017-016001-,"Marked on the 1841-42 and 1915 OS maps as 'Stone Circle'. It was broken down many years ago and no trace survives.The above description is derived from C. Toal, ‘North Kerry Archaeological Survey’. Dingle. Brandon in association with FAS Training and"
133,KE05729,MUSC,KE058-134----,KERRY,"COOLLICK (Magunihy By., Kilcummin Par.)",12,R111071,496689.000000000000000,598958.000000000000000,52.132820742000000,-9.509064272000000,Stone circle - multiple-stone, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE058-134----,"In rough upland pasture, on a S-facing slope with views to Magillycuddy's Reeks. This stone circle consists of ten stones, some of which have fallen, of varying shapes and sizes (max. L 0.75m; max. Wth 0.4m; max. H 0.6m) forming an arc (L 11m) N-SE.  Com"
134,KE06378,BASC,KE067-020002-,KERRY,LISSYVIGGEEN,12,R110384,499711.000000000000000,590656.000000000000000,52.058776311000003,-9.462495669000001,Stone circle - embanked, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE067-020002-,"In undulating pasture, with views W to Killarney and Macgillycuddy's Reeks. This stone circle (int. diam. c. 4m) lies in the centre of an earthen enclosure (int. diam. c. 20m) (KE067-020001-). The stone circle, which is comprised of seven stones (L 0.5-1"
135,KE06662,MUSC,KE068-085----,KERRY,READRINAGH,12,R110482,509355.000000000000000,591869.000000000000000,52.071337972000002,-9.322223614000000,Stone circle - multiple-stone, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE068-085----,"In scrub-covered cutaway bog, sloping down slightly to the NE. Indicated as a circular stony area (diam. c. 15m) on the 1846 OS 6-inch map. A ring of twenty nine stones with another stone in the centre forming 'Cloca Breaca' were recorded in the 1940s (S"
136,KE09090,MUSC,KE094-021001-,KERRY,GURTEEN (Glanarought By.),12,R109268,500481.000000000000000,569879.000000000000000,51.872209671000000,-9.445251919000000,Stone circle - multiple-stone,'Stone Circle','Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE094-021001-,"In rough pasture, to the N of the Glashagorour River and overlooked by a hillock to the S. This stone circle (diam. 10.5m) consists of eleven stones (L 0.6-2.8m; T 0.3-0.6m; H 0.7-1.5m), one of which is prostrate. Two further stones (H 1m and 0.75m), sta"
137,KE04359,STCI,KE047-112----,KERRY,ARDMEELODE,12,R104321,485390.000000000000000,600534.000000000000000,52.144754126000002,-9.674567369000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE047-112----,"In pasture, on a NW-facing slope. According to local information, a group of standing stones in a field to the W of farm buildings was removed in the 1960s. There are no visible remains of this group of stones which may have been a stone circle.  Compile"
138,KE04517,STCI,KE049-028001-,KERRY,SCARTAGLIN,12,R111462,505042.000000000000000,604855.000000000000000,52.187309654000003,-9.388741041999999,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE049-028001-,"Stone circle described by O'Hare (1996, 11-12) as follows; 'Four stones, three upright and one fallen, are visible at this site, enclosing a roughly horseshoe shaped area which lies open to the north. A fifth stone standing to the southwest, appears to f"
139,KE04613,STCI,KE049-110----,KERRY,"BALLAHANTOURAGH (Trughanacmy By., Carker ED)",12,R111134,505400.000000000000000,600343.000000000000000,52.146825853000003,-9.382249866000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE049-110----,"Possible stone circle described by O'Hare (1996, 11) as follows; 'The minutes of the Kerry Field Club record the presence of a number of ""gallauns"" ""some overturned"" in the townland of Ballahantouragh,  ""these they identified as a stone circle with two l"
140,KE07788,STCI,KE082-055----,KERRY,Unknown,12, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE082-055----,"In a letter dated 12 August 1758, Richard Pococke mentioned that 'Ormet in the parish of Kilcrohan is a circle of stones seven feet [2.13m] high' (Ó Maidín 1958, 92). The precise location of this possible stone circle is not known. It has not proved po"
141,KE08501,MUSC,KE089-053----,KERRY,AN DROMAID,12,R102999,454342.000000000000000,569323.000000000000000,51.857081063999999,-10.114650525000000,Stone circle - multiple-stone, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE089-053----,"This small monument, not marked on the OS maps, is located on the NW side of the valley of the Cummeragh river, in rough pastureland that overlooks Lough Currane to SW. It consists of an oval arrangement of five stones with its longer axis lying NE-SW. I"
142,KE08870,MUSC,KE093-018----,KERRY,KILLOWEN,12,R103114,492159.000000000000000,571704.000000000000000,51.887062548000003,-9.566630234000000,Stone circle - multiple-stone, ,'Stone Circle (Site of)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE093-018----,"In level pasture, to the N of Kenmare Bay. There are no visible remains of this stone circle. It was indicated as a circle of stones (diam. c. 10m), enclosing a central stone, on the 1846 OS 6-inch map. A sketch of it from the 1842 OS Memoranda, County K"
143,KE08893,MUSC,KE093-032001-,KERRY,KENMARE,12,R103067,490653.000000000000000,570776.000000000000000,51.878430581000003,-9.588205260000001,Stone circle - multiple-stone,Not indicated,Indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE093-032001-,"In level pasture, on the SW outskirts of Kenmare town. A subcircular area (17m E-W; 15m N-S) is enclosed by fifteen stones (L 0.8-1.6m; T 0.2-0.7m; H 0.3-1.2m), two of which are prostrate. The axial stone is the lowest and is a regular flat-topped slab c"
144,KE08910,MUSC,KE093-042----,KERRY,DOUGHILL,12,R109263,496229.000000000000000,569762.000000000000000,51.870383779000001,-9.506943306000000,Stone circle - multiple-stone, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE093-042----,"In level pasture, c. 60m S of a stream at the foot of the W slope of Knockbrack. There are no visible remains of this stone circle. Windele (RIA MS 12.C.11, 293) described a circle 'of sixteen stones none of them higher than 4 feet [1.21m] and some of th"
145,KE08921,MUSC,KE093-050001-,KERRY,LACKAROE,12,R109221,495774.000000000000000,568832.000000000000000,51.861941960000003,-9.513267723000000,Stone circle - multiple-stone, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE093-050001-,"In pasture, on the shoulder of a SW-facing slope overlooking the valley of the Sheen River. A circle (diam. 8m) of probably thirteen mainly boulder-type stones. Eight stones (L 0.75-1m; T 0.2-0.65m; H 0.75-1.05m), including an axial and one entrance ston"
146,KE08998,FISC,KE093-087----,KERRY,DROMATOUK,12,R103091,494963.000000000000000,571218.000000000000000,51.883230513000001,-9.525763807000001,Stone circle - five-stone, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE093-087----,"In reclaimed pasture, c. 4km E of Kenmare. This stone circle (diam. 2.65m) consists of five upright stones (L 0.85-1.2m; T 0.4-0.55m; H 0.3-0.8m). The interior is c. 0.15m higher than the surrounding ground level. The axial stone is the smallest of the g"
147,KE09256,STCI,KE097-049----,KERRY,MILL AN GHOILÍN,12, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE097-049----,One of two 'stone circles' recorded in the 1940s on Andrew Cremin's land (ITA) (see KE097-049001-). The precise location of this possible stone circle is not known.  The above description is derived from the published 'Archaeological Inventory of County
148,KE09261,STCI,KE097-053----,KERRY,AN COM (Bar. Uíbh Ráthach),12, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE097-053----,"In the 1940s 'part of a stone circle' was recorded on the lands of Mr. J. O'Sullivan, Coom (ITA). It consisted of '...nearly a score of small standing stones in a rough semi-circle 60ft [18.28m] in circumference. The tallest is 31/2ft [1.06m] and the sma"
149,KE09419,STCI,KE098-090001-,KERRY,ÍOCHTAR CUA,12, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE098-090001-,"For descriptive account see O'Sullivan and Sheehan (1996, 44, no. 95).  The above description is derived from the published 'Archaeological Inventory of County Kerry. Volume I: South-West Kerry' (Dublin: Stationery Office, 2009). In certain instances the"
150,KE09846,STCI,KE101-105----,KERRY,URAGH,12,R101386,483496.000000000000000,563753.000000000000000,51.813878183000000,-9.689744236999999,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE101-105----,"In rough pasture, on bog near the SW bank of the Ameen River. Three upright stones which protrude above the surface of the bog in an arc ESE-WSW may be the remains of a stone circle. The stone at ESE (H 1.12m; 1.1m x 0.3m) stands 0.9m from the stone at S"
151,KE10650,MUSC,KE108-013001-,KERRY,CASHELKEELTY,12,R101102,474709.000000000000000,557656.000000000000000,51.757198209000002,-9.814921621000000,Stone circle - multiple-stone, ,'Gallauns', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE108-013001-,"In rough pasture, on a terrace to the S of a medieval road (KE108-013007-), on the lower N-facing slopes of Knocknaveacal. The remains of this stone circle comprised two upright stones (1.4m x 0.4m; H 2.55m; 0.9m x 0.7m; H 1.5m), 3.4m apart and between t"
152,KE10653,FISC,KE108-013004-,KERRY,CASHELKEELTY,12,R101102,474782.000000000000000,557644.000000000000000,51.757106710000002,-9.813860418999999,Stone circle - five-stone, ,'Gallauns', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE108-013004-,"In rough pasture, on a terrace to the S of a medieval road (KE108-013007-), on the lower N-facing slopes of Knocknaveacal. This stone circle (diam. 1.5m) is represented by an axial stone (L 1.5m; T 0.3m; H 0.5m) with a flanking stone on either side at N"
153,KE10666,MUSC,KE108-022----,KERRY,SHRONEBIRRANE,12,R101031,475400.000000000000000,555471.000000000000000,51.737720275000001,-9.804134917000001,Stone circle - multiple-stone, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE108-022----,"In pasture, in the narrow valley of the Drimminboy River. An incomplete circle (diam. 7.5m) comprising eight upright stones (H 1.18-2m; 0.8-2m x 0.2-0.6m) and one fallen stone, stands in an arc ESE-NNW. One stone (H 0.4m) appears to be broken. The axial"
154,KE10798,MUSC,KE109-003001-,KERRY,DROMBOHILLY UPPER,12,R101232,478987.000000000000000,560858.000000000000000,51.786908816000000,-9.754099150000000,Stone circle - multiple-stone, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE109-003001-,"In rough pasture, on a ridge on the lower slopes of Knochanouganish Hill. This stone circle (diam. 8.5m) consists of nine pillar-like orthostats (L 0.35-1.3m; T 0.3-0.6m; H 1.15-2.1m). Two radially set stones form the entrance at NNE, the most easterly s"
155,KE09949,MUSC,KE102-032002-,KERRY,DROMAGORTEEN,12,R107658,495834.000000000000000,565408.000000000000000,51.831184810000003,-9.511365854999999,Stone circle - multiple-stone, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE102-032002-,"In Bonane Heritage Park, on a break on a SW-facing slope. A circle (diam. 10m) of probably thirteen stones, six of which are upright. The stones measure L 0.75-1.55m; T 0.4-0.8m and H 0.8-1.4m. One of the entrance stones at the NNE, a quartz-veined bould"
156,KE09581,MUSC,KE101-007001-,KERRY,LOHART,12,R101512,482380.000000000000000,566374.000000000000000,51.837194918000002,-9.706812781000000,Stone circle - multiple-stone, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE101-007001-,"In the garden of a house, to the N of the Kenmare-Castletownbere road and c. 9.5km SW of Kenmare. In 1841 this stone circle was described as 'a circle of standing stones with a small cromlech [KE101-007002-] in the centre. The circle is thirty-five feet,"
157,KE09585,MUSC,KE101-010001-,KERRY,DROMROE (Glanarought By.),12,R101478,488079.000000000000000,565772.000000000000000,51.832956277000001,-9.623955319000000,Stone circle - multiple-stone, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE101-010001-,"In rough pasture, on the W side of the valley of the Dromoghty River. This stone circle (diam. 9.5m) consists of thirteen stones (L 0.8-1.6m; T 0.3-0.6m; H 0.8-1.6m), three of which are prostrate. Only one entrance stone stands and it is radially set on"
158,KE09589,FISC,KE101-012001-,KERRY,URAGH,12,R101378,483096.000000000000000,563506.000000000000000,51.811575325000000,-9.695459691000000,Stone circle - five-stone,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE101-012001-,"In rough pasture, on a ridge overlooking Lough Inchiquin to the SE. Five stones (H 0.86-1.09m; 0.65-1m x 0.2-3m) form the circle (diam. 2.5m). The flat-topped axial stone is at SW. The entrance stone at S leans heavily outwards. Much of the interior has"
159,KE09632,MUSC,KE101-025001-,KERRY,URAGH,12,R101362,482489.000000000000000,563098.000000000000000,51.807782107000001,-9.704120528000001,Stone circle - multiple-stone,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE101-025001-,"In rough pasture, on the N slope of Knockreagh Mountain. An irregular circle (diam. 7.5m NE-SW x 8.5m NW-SE) of ten stones (H 1-1.25m; 0.6-1.4m x 0.4-0.7m), two of which have fallen and another two of which are incorporated into a field boundary at SW. A"
160,KE11895,STCI,KE097-065----,KERRY,Unknown,12, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE097-065----,"In a letter dated 15 August 1758, Richard Pococke recorded seeing 'a small circle of stones to the west side of the bay [Ballinskelligs Bay]' (Ó Maidín 1959, 38). The precise location of this possible stone circle is not known.  The above description i"
161,KE12283,STCI,KE097-049001-,KERRY,MILL AN GHOILÍN,12, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE097-049001-,One of two 'stone circles' recorded in the 1940s on Andrew Cremin's land (ITA) (see KE097-049----). The precise location of this possible stone circle is not known.  The above description is derived from the published 'Archaeological Inventory of County
162,KK03615,STCI,KK035-081001-,KILKENNY,GARRYDUFF (Iverk By.),14, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KK035-081001-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
163,KK05114,STCI,KK039-082----,KILKENNY,RAHEEN (Kells By.),14,R133502,649123.000000000000000,625158.000000000000000,52.375775011999998,-7.278544697000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KK039-082----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
164,LA00075,STCI,LA003-012002-,LAOIS,TINNAHINCH,15, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LA003-012002-,"No surface evidence of a stone circle, unlocated monument within this townland.  Compiled by: Caimin O'Brien  Date of upload: 17 December 2007"
165,LA00311,STCI,LA012-009----,LAOIS,CLONCOURSE (Maryborough West By.),15, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LA012-009----,"Unlocated stone circle within townland, photographs of the stone circle were taken by Helen Roe and now deposited in the County library in Portaloise. Described by Roe as a group of standing stones which seems to represent the remains of a stone circle,"
166,LA00562,STCI,LA015-028----,LAOIS,CLONCOURSE (Clandonagh By.),15, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LA015-028----,Unlocated stone circle within the townland of Cloncourse discovered by Helen Roe and described in 'A Record of Archaeological Discovery p. 9 - Unpublished Report. H. Roe described the stone circle as a group of standing stones which represent the remains
167,LA00908,STCI,LA021-044----,LAOIS,NEWTOWN OR SKIRK,15, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LA021-044----,"Unlocated stone circle within townland that is described by H. Roe in her unpublished article entitled 'A record of archaeological discovery', p. 7 and described as ""in the vicinity of Garron Castle there are four boulders in the grass forming an approxi"
168,LA01149,STCI,LA024-062----,LAOIS,"CLEANAGH,KNOCKBAUN",15, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LA024-062----,"Unlocated stone circle within townland, described in The History of the Queen's County as a stone circle 'on Knockbawn, and it has three concentric circles' (O'Hanlon and O'Leary 1907, vol. 1, 59). Described in 1856 by Daniel O'Byrne as consisting 'of th"
169,LI05536,STCI,LI056-014----,LIMERICK,BALLINLYNA LOWER,17,R116200,567198.000000000000000,621696.000000000000000,52.345878183000004,-8.481426664000001,Stone circle,Not indicated,'Stone Circle' (1928), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI056-014----,"In pasture, immediately N of a track running roughly E-W. An enclosure (LI056-013----) lies 264m to the W. Not marked on 1840 ed. OSi 6-inch map. Annotated ‘Stone Circle’ on the Cassini ed. OSi 6-inch map. Described in 1931 as ‘a huge stone circle"
170,LF00355,STCI,LF011-007----,LONGFORD,CLOGHCHURNEL,18,R167579,634839.000000000000000,783596.000000000000000,53.800743330000003,-7.471145864000000,Stone circle,'Fort','Druid's Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LF011-007----,"In pasture just to the NW of the top of a ridge, with extensive views of the surrounding countryside, and immediately to the SW of a WNW-ESE roadway. This incomplete stone circle (diam. c. 40m) consists of 19 stones arranged in a roughly D-shaped configu"
171,LF00363,STCI,LF011-016----,LONGFORD,CARTRONBORE,18,R167447,635316.000000000000000,781283.000000000000000,53.779926885999998,-7.464170312000000,Stone circle,'Druid's Circle','Druid's Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LF011-016----,"On a gentle NW-facing slope in undulating pasture. A subcircular area (c. 28m NW-SE; c. 24.9m NE-SW) defined by nine glacial erratics: two are upright, four are recumbent but were probably originally in an upright position, and three consist of large irr"
